osm_id,ward_number,name_nepali,name_english,municipality,admin_level,wikidata_id
15989007,03,Bhimdatta-03,N/A,N/A,9,N/A
16022374,1,Kankai-01,N/A,N/A,9,N/A
7706320,1,Temal-01,N/A,N/A,9,N/A
15989471,1,Bedkot-01,N/A,N/A,9,N/A
16030138,1,Geruwa-01,N/A,N/A,9,N/A
16094444,1,Putalibazar-01,N/A,N/A,9,N/A
5809568,1,Baglung-01,N/A,N/A,9,N/A
16139764,1,Gadhimai-01,N/A,N/A,9,N/A
7706503,1,Mandandeupur-01,N/A,N/A,9,N/A
15989368,1,गढवा-०१,Gadhawa-01,N/A,9,N/A
5810676,1,Bareng-01,N/A,N/A,9,N/A
15989107,1,राजपुर-०१,Rajpur-01,N/A,9,N/A
16101813,1,Rubi Valley-01,N/A,N/A,9,N/A
16140237,1,Garuda-01,N/A,N/A,9,N/A
16121170,1,Dhulikhel-01,N/A,N/A,9,N/A
15989055,1,Mahakali-01,N/A,N/A,9,N/A
5810745,1,Galkot-01,N/A,N/A,9,N/A
6443394,1,Chhipahrmai-01,N/A,N/A,9,N/A
5810795,1,Tarakhola-01,N/A,N/A,9,N/A
6443364,1,Dhobini-01,N/A,N/A,9,N/A
5810797,1,Kanthekhola.01,N/A,N/A,9,N/A
7708735,1,Paunauti-01,N/A,N/A,9,N/A
16173058,1,Bardaghat Susta-01,N/A,N/A,9,N/A
16094679,1,Harinas-01,N/A,N/A,9,N/A
7704779,1,Bhumlu-01,N/A,N/A,9,N/A
5807288,1,Jaimuni-01,N/A,N/A,9,N/A
7692266,1,Tinpatan-01,N/A,N/A,9,N/A
16101852,1,Khaniyabash-01,N/A,N/A,9,N/A
7696485,1,Ghanglekh-01,N/A,N/A,9,N/A
7697084,1,Hariharpurgadhi-01,N/A,N/A,9,N/A
15990010,1,Beldandi-01,N/A,N/A,9,N/A
16146757,1,Gaushala-01,N/A,N/A,9,N/A
15989942,1,Laljhadi-01,N/A,N/A,9,N/A
5805859,1,Painyu-01,N/A,N/A,9,N/A
15989912,1,Krishnapur-01,N/A,N/A,9,N/A
16029677,1,Barahaksetra-01,N/A,N/A,9,N/A
5805873,1,Mahashila-01,N/A,N/A,9,N/A
5806825,1,Bihadi-01,N/A,N/A,9,N/A
16146712,1,Sonama-01,N/A,N/A,9,N/A
15989632,1,Shuklaphanta-01,N/A,N/A,9,N/A
7701746,1,Chaunri Deurali-01,N/A,N/A,9,N/A
16030134,1,Rajapur-01,N/A,N/A,9,N/A
16101837,1,Gangajamuna-01,N/A,N/A,9,N/A
16062067,1,Tribeni Nalagad-07,N/A,N/A,9,N/A
16139732,1,Dewahhi Gonahi-01,N/A,N/A,9,N/A
6639088,1,Pakaha Mainpur-01,N/A,N/A,9,N/A
6638304,1,Kalikamai-01,N/A,N/A,9,N/A
16145967,1,Bagmati-01,N/A,N/A,9,N/A
16140496,1,Katahariya-01,N/A,N/A,9,N/A
16145877,1,Hariwan-01,N/A,N/A,9,N/A
7711350,1,Roshi-01,N/A,N/A,9,N/A
7715514,1,Suryabinayak-01,N/A,N/A,9,N/A
15986021,1,Parashuram-01,N/A,N/A,9,N/A
7915861,1,Nepalgunj-01,N/A,N/A,9,N/A
5821017,1,Mudchekula-01,N/A,N/A,9,N/A
16126954,1,Bakaiya-01,N/A,N/A,9,N/A
16140586,1,Phatuwa Bijayapur-01,N/A,N/A,9,N/A
16056087,1,Thantikandh-01,N/A,N/A,9,N/A
9923573,1,Kamalamai-01,N/A,N/A,9,N/A
16055987,1,Aathabis-01,N/A,N/A,9,N/A
16100417,1,Madhyabindu-01,N/A,N/A,9,N/A
5830162,1,Sisne-01,N/A,N/A,9,N/A
5830188,1,Aathbiskot-01,N/A,N/A,9,N/A
16031205,1,Inaruwa-01,N/A,N/A,9,N/A
15985795,1,शान्तिनगर-०१,Shantinagar-01,N/A,9,N/A
16140605,1,Gujara-01,N/A,N/A,9,N/A
5834452,1,Banfikot-01,N/A,N/A,9,N/A
15985789,1,दङ्गीशरण-०१,Dangisharan-01,N/A,9,N/A
16113977,1,Bhaktapur-01,N/A,N/A,9,N/A
16031242,1,Bhokraha-01,N/A,N/A,9,N/A
15985610,1,Ganayapdhura-01,N/A,N/A,9,N/A
15985987,1,Alital-01,N/A,N/A,9,N/A
15986848,1,Adharsha-01,N/A,N/A,9,N/A
5820729,1,Tripurasundari-01,N/A,N/A,9,N/A
16030775,1,Ramdhuni-01,N/A,N/A,9,N/A
7711554,1,Mahabharat-01,N/A,N/A,9,N/A
6433375,1,Sakhuwa Prasauni-01,N/A,N/A,9,N/A
15989006,1,Bhimdatta-01,N/A,N/A,9,N/A
5815174,1,Badigad-01,N/A,N/A,9,N/A
16127792,1,Bagmati-01,N/A,N/A,9,N/A
7711916,1,Bethanchok-01,N/A,N/A,9,N/A
7711917,1,Khanikhola-01,N/A,N/A,9,N/A
6427696,1,Jagarnathpur-01,N/A,N/A,9,N/A
16100924,1,Binayi Tribeni-01,N/A,N/A,9,N/A
16095281,1,Waling-01,N/A,N/A,9,N/A
15987728,1,Dipayal Silgadi-01,N/A,N/A,9,N/A
16030457,1,Itahari-01,N/A,N/A,9,N/A
16140544,1,Maulapur-01,N/A,N/A,9,N/A
5817259,1,Tamankhola-01,N/A,N/A,9,N/A
6427646,1,Jirabhawani-01,N/A,N/A,9,N/A
16172962,1,Ramgram-01,N/A,N/A,9,N/A
16145497,1,Lalbandi-01,N/A,N/A,9,N/A
15986946,1,Sayal-01,N/A,N/A,9,N/A
5819650,1,Chharka Tangsong-01,N/A,N/A,9,N/A
5819703,1,Kaike-01,N/A,N/A,9,N/A
5820027,1,Thuli Bheri-01,N/A,N/A,9,N/A
7689797,1,Golanjor-01,N/A,N/A,9,N/A
6273322,1,Pokhara-01,N/A,N/A,9,N/A
16121086,1,Panchkhal-01,N/A,N/A,9,N/A
5804655,1,Kushma-01,N/A,N/A,9,N/A
7605422,1,Bariyarpatti-01,N/A,N/A,9,N/A
15992693,1,बङ्गलाचुली-०१,Bangalachuli-01,N/A,9,N/A
16028851,1,Jahada-01,N/A,N/A,9,N/A
15992613,1,Ghodagodhi-01,N/A,N/A,9,N/A
5963003,1,Gurbhakot-01,N/A,N/A,9,N/A
7611813,1,Aurahi-01,N/A,N/A,9,N/A
5753719,1,Chandrakot-01,N/A,N/A,9,N/A
16174177,1,Tilottama-01,N/A,N/A,9,N/A
7616478,1,Arnama-01,N/A,N/A,9,N/A
16091061,1,Nisikhola-01,N/A,N/A,9,N/A
6667492,1,Falelung-01,N/A,N/A,9,N/A
16091094,1,Dhorpatan-01,N/A,N/A,9,N/A
6667193,1,Hilihang-01,N/A,N/A,9,N/A
16115736,1,Panchpokhari Thangpal-01,N/A,N/A,9,N/A
15992528,1,Kailari-01,N/A,N/A,9,N/A
5755137,1,Chatrakot-01,N/A,N/A,9,N/A
5755138,1,Ruru-01,N/A,N/A,9,N/A
7616984,1,Bishnupur-01,N/A,N/A,9,N/A
16137963,1,Rajpur-01,N/A,N/A,9,N/A
15992478,1,Gauriganga-01,N/A,N/A,9,N/A
16153823,1,पाणिनी-०१,Panini-01,N/A,9,N/A
16137775,1,Rajdevi-01,N/A,N/A,9,N/A
16028741,1,Katahari-01,N/A,N/A,9,N/A
15992762,1,Bhajani-01,N/A,N/A,9,N/A
16137594,1,Ishanath-01,N/A,N/A,9,N/A
15993109,1,घोराही-०१,Ghorahi-01,N/A,9,N/A
5700092,1,Rainadevi Chhahara-01,N/A,N/A,9,N/A
16028609,1,Baijanath-01,N/A,N/A,9,N/A
6668366,1,Tumbewa-01,N/A,N/A,9,N/A
6668292,1,Phidim-01,N/A,N/A,9,N/A
5700146,1,Ribdikot-01,N/A,N/A,9,N/A
7594815,1,Surunga-01,N/A,N/A,9,N/A
7600528,1,Bhagawanpur-01,N/A,N/A,9,N/A
6668215,1,Falgunanda-01,N/A,N/A,9,N/A
16110139,1,Shankharapur-01,N/A,N/A,9,N/A
16103627,1,Gajuri-01,N/A,N/A,9,N/A
16115840,1,Jugal-01,N/A,N/A,9,N/A
7600555,1,Nawarajpur-01,N/A,N/A,9,N/A
7600825,1,Sakhuwanankarkatti-01,N/A,N/A,9,N/A
5700828,1,Bagnaskali-01,N/A,N/A,9,N/A
15992898,1,Tikapur-01,N/A,N/A,9,N/A
16129419,1,Dakshinkali-01,N/A,N/A,9,N/A
5751591,1,Kaligandaki-01,N/A,N/A,9,N/A
16137614,1,Gaur-01,N/A,N/A,9,N/A
5751898,1,Satyawati-01,N/A,N/A,9,N/A
6666310,1,Sidingba-01,N/A,N/A,9,N/A
16138823,1,कृष्णनगर-०१,Krishnanagar-01,N/A,9,N/A
6664295,1,Sirijangha-01,N/A,N/A,9,N/A
7660416,1,Golbazar-01,N/A,N/A,9,N/A
16101917,1,Tripura Sundari-01,N/A,N/A,9,N/A
5780963,1,Modi-01,N/A,N/A,9,N/A
6655010,1,Pacharauta-01,N/A,N/A,9,N/A
15992137,1,लमही-०१,Lamahi-01,N/A,9,N/A
7680760,1,Bateshwor-01,N/A,N/A,9,N/A
7683011,1,Janaknandani-01,N/A,N/A,9,N/A
16128125,1,Manahari-01,N/A,N/A,9,N/A
16173991,1,Omsatiya-01,N/A,N/A,9,N/A
16138886,1,सुद्धोधन-०१,Suddhodhan-01,N/A,9,N/A
5781185,1,Phalebas-01,N/A,N/A,9,N/A
6651130,1,Bishrampur-01,N/A,N/A,9,N/A
15990742,1,Chure-01,N/A,N/A,9,N/A
15990726,1,Punarbas-01,N/A,N/A,9,N/A
16139482,1,Paroha-01,N/A,N/A,9,N/A
16173129,1,Sunwal-01,N/A,N/A,9,N/A
16115673,1,Helambu-01,N/A,N/A,9,N/A
16101889,1,Netrawati Dabjong-01,N/A,N/A,9,N/A
6648229,1,Parwanipur-01,N/A,N/A,9,N/A
15990083,1,Belauri-01,N/A,N/A,9,N/A
16029154,1,Dharan-01,N/A,N/A,9,N/A
7687367,1,Phikkal-01,N/A,N/A,9,N/A
16110475,1,Kathmandu-01,N/A,N/A,9,N/A
16062188,1,Kuse-01,N/A,N/A,9,N/A
7671577,1,Dhanauji-01,N/A,N/A,9,N/A
16146891,1,Bardibas-01,N/A,N/A,9,N/A
5756385,1,Gulmidarbar-01,N/A,N/A,9,N/A
7660422,1,Naraha-01,N/A,N/A,9,N/A
16103209,1,Siddhalek-01,N/A,N/A,9,N/A
7664973,1,Kalyanpur-01,N/A,N/A,9,N/A
15992334,1,Dhangadhi-01,N/A,N/A,9,N/A
7665609,1,Mirchaiya-01,N/A,N/A,9,N/A
16066293,1,Sani Bheri-01,N/A,N/A,9,N/A
6663067,1,Yangwarak-01,N/A,N/A,9,N/A
6663063,1,Aathrai Tribeni-01,N/A,N/A,9,N/A
7667625,1,Shahidnagar-01,N/A,N/A,9,N/A
16146931,1,Bhangaha-01,N/A,N/A,9,N/A
16103204,1,Benighat Rorang-01,N/A,N/A,9,N/A
16174024,1,Devdaha-01,N/A,N/A,9,N/A
16121022,1,Banepa-01,N/A,N/A,9,N/A
16102125,1,Jwalamukhi-01,N/A,N/A,9,N/A
6659495,1,Baragadhi-01,N/A,N/A,9,N/A
16154077,1,Siraha-01,N/A,N/A,9,N/A
15992251,1,Godawari-01,N/A,N/A,9,N/A
16028939,1,Biratnagar-01,N/A,N/A,9,N/A
15992238,1,राप्ती-०१,Rapti-01,N/A,9,N/A
5776652,1,Madane-01,N/A,N/A,9,N/A
15992153,1,Mohanyal-01,N/A,N/A,9,N/A
15993123,1,Janaki-01,N/A,N/A,9,N/A
5834849,1,Musikot-01,N/A,N/A,9,N/A
6101726,1,Phedhikhola-01,N/A,N/A,9,N/A
16032799,1,Udayapurgadhi-01,N/A,N/A,9,N/A
16111956,1,Nagarjun-01,N/A,N/A,9,N/A
16032864,1,Katari-01,N/A,N/A,9,N/A
16144485,1,यसोधरा-०१,Yasodhara-01,N/A,9,N/A
16155545,1,Dhangadhimai-01,N/A,N/A,9,N/A
10535085,1,Mahankal-01,N/A,N/A,9,N/A
10541335,1,Hetauda-01,N/A,N/A,9,N/A
6060188,1,Palhi Nandan-01,N/A,N/A,9,N/A
15982676,1,Kanda-01,N/A,N/A,9,N/A
16144540,1,महाराजगंज-०१,Maharajgunj-01,N/A,9,N/A
15981948,1,Sigas-01,N/A,N/A,9,N/A
16144463,1,बाणगङ्गा-०१,Banganga-01,N/A,9,N/A
5946693,1,K I Singh-01,N/A,N/A,9,N/A
16143678,1,Chakraghatta-01,N/A,N/A,9,N/A
16164713,1,सन्धिखर्क-०१,Sandhikharka-01,N/A,9,N/A
15981873,1,Purchaudi-01,N/A,N/A,9,N/A
5947415,1,Bogtan-01,N/A,N/A,9,N/A
5947452,1,Badikedar-01,N/A,N/A,9,N/A
10544106,1,Madi-01,N/A,N/A,9,N/A
5994607,1,Duduwa-01,N/A,N/A,9,N/A
16144473,1,मायादेवी-०१,Mayadevi-01,N/A,9,N/A
15982760,1,Bungal-01,N/A,N/A,9,N/A
5943999,1,Purbichauki-01,N/A,N/A,9,Q944001
15982785,1,Surma-01,N/A,N/A,9,N/A
5886834,1,Dullu-01,N/A,N/A,9,N/A
5886883,1,Chamunda Bindrasaini-01,N/A,N/A,9,N/A
16143323,1,Bramhapuri-01,N/A,N/A,9,N/A
6088502,1,Bhimad-01,N/A,N/A,9,N/A
16098701,1,Gaidakot-01,N/A,N/A,9,N/A
10413715,1,Balan Bihul-01,N/A,N/A,9,N/A
15983354,1,Masta-01,N/A,N/A,9,N/A
5904069,1,Mahakali-01,N/A,N/A,9,Q3415742
16032441,1,Rautamai-01,N/A,N/A,9,N/A
5909610,1,Patan-01,N/A,N/A,9,Q6628348
16143342,1,Parsa-01,N/A,N/A,9,N/A
15983223,1,Talkot-01,N/A,N/A,9,N/A
16032730,1,Limchungbung-01,N/A,N/A,9,N/A
6079716,1,Bulingtar-01,N/A,N/A,9,N/A
15983165,1,Himali-01,N/A,N/A,9,N/A
5919953,1,Nawadurga-01,N/A,N/A,9,N/A
15982820,1,Bithadchir-01,N/A,N/A,9,N/A
16032768,1,Tapli-01,N/A,N/A,9,N/A
10414314,1,Belaka-01,N/A,N/A,9,N/A
16143366,1,Haripurwa-01,N/A,N/A,9,N/A
16125707,1,Kailash-01,N/A,N/A,9,N/A
13379414,1,Rupa-01,N/A,N/A,9,N/A
5947525,1,Jorayal-01,N/A,N/A,9,N/A
15981828,1,Surnaya-01,N/A,N/A,9,N/A
16112960,1,Chandragiri-01,N/A,N/A,9,N/A
5959078,1,Birendranagar-01,N/A,N/A,9,N/A
15980960,1,Dasharathchanda-01,N/A,N/A,9,N/A
5959145,1,Bheriganga-01,N/A,N/A,9,N/A
15980892,1,Dogadakedar-01,N/A,N/A,9,N/A
16123170,1,Mahalaxmi-01,N/A,N/A,9,N/A
5988711,1,Kotahimai-01,N/A,N/A,9,N/A
16143848,1,Barahathawa-01,N/A,N/A,9,N/A
15980148,1,Shailyashikhar-01,N/A,N/A,9,N/A
15980156,1,Lekam-01,N/A,N/A,9,N/A
16158162,1,Chhatradev-01,Chhatradev-01,N/A,9,N/A
5987475,1,Mayadevi-01,N/A,N/A,9,N/A
5987054,1,Gaidhawa-01,N/A,N/A,9,N/A
5973715,1,तुलसीपुर वडा नं १,Tulsipur Ward No. 1,N/A,9,N/A
5959668,1,Lekbeshi-01,N/A,N/A,9,N/A
5959669,1,Chingad-01,N/A,N/A,9,N/A
15980832,1,Dilasaini-01,N/A,N/A,9,N/A
5960249,1,Simta-01,N/A,N/A,9,N/A
15980754,1,Marma-01,N/A,N/A,9,N/A
16123091,1,Lalitpur-01,N/A,N/A,9,N/A
16155674,1,Lahan-01,N/A,N/A,9,N/A
15980677,1,Naugad-01,N/A,N/A,9,N/A
15979512,1,Apihimal-01,N/A,N/A,9,N/A
16113059,1,Kirtipur-01,N/A,N/A,9,N/A
16143777,1,Basbariya-01,N/A,N/A,9,N/A
15979449,1,Dunhu-01,N/A,N/A,9,N/A
16125562,1,Raksirang-01,N/A,N/A,9,N/A
16035907,1,Chaukure-01,N/A,N/A,9,N/A
16143688,1,Kabilasi-01,N/A,N/A,9,N/A
13452600,1,Namobuddha-01,N/A,N/A,9,N/A
5994431,1,Narainapur-01,N/A,N/A,9,N/A
5951097,1,Sanphebagar-01,N/A,N/A,9,N/A
14058707,1,Mithila Bihari-01,N/A,N/A,9,N/A
15981269,1,Melauli-01,N/A,N/A,9,N/A
5956083,1,Kamalbazar-01,N/A,N/A,9,N/A
16143734,1,Ramnagar-01,N/A,N/A,9,N/A
5993346,1,Janki-01,N/A,N/A,9,N/A
5993345,1,Khajura-01,N/A,N/A,9,N/A
15981133,1,Shivanath-01,N/A,N/A,9,N/A
16097863,1,Bandipur-01,N/A,N/A,9,N/A
16143958,1,Haripur-01,N/A,N/A,9,N/A
15981002,1,Pancheshwar-01,N/A,N/A,9,N/A
15979353,1,Byash-01,N/A,N/A,9,N/A
5990400,1,Rohini-01,N/A,N/A,9,N/A
5990092,1,Siyari-01,N/A,N/A,9,N/A
5958193,1,Panchpuri-01,N/A,N/A,9,N/A
16162805,1,मालारानी-०१,Malarani-01,N/A,9,N/A
5958510,1,Barahtal-01,N/A,N/A,9,N/A
16154711,1,Sukhipur-01,N/A,N/A,9,N/A
6091317,1,Rishing-01,N/A,N/A,9,N/A
6091388,1,Devghat-01,N/A,N/A,9,N/A
16140716,1,Chandrapur-01,N/A,N/A,9,N/A
10410185,1,Tirahut-01,N/A,N/A,9,N/A
15984716,1,Budhiganga-01,N/A,N/A,9,N/A
16100147,1,Kawasoti-01,N/A,N/A,9,N/A
5852533,1,Kapurkot-01,N/A,N/A,9,N/A
16141596,1,Balara-01,N/A,N/A,9,N/A
15984678,1,बबई-०१,Babai-01,N/A,9,N/A
16031426,1,Barju-01,N/A,N/A,9,N/A
5854021,1,Tribeni-01,N/A,N/A,9,N/A
16113928,1,Changunarayan-01,N/A,N/A,9,N/A
16126614,1,Bhimphedi-01,N/A,N/A,9,N/A
6099455,1,Sahid Lakhan-01,N/A,N/A,9,N/A
6099402,1,Gandaki-01,N/A,N/A,9,N/A
5854087,1,Kukmakhmalika-01,N/A,N/A,9,N/A
16155235,1,Karjanha-01,N/A,N/A,9,N/A
15984660,1,Khaptad Chhededaha-01,N/A,N/A,9,N/A
5854313,1,Bangad Kupinde-01,N/A,N/A,9,N/A
16171721,1,Pratappur-01,N/A,N/A,9,N/A
10412297,1,Saptakoshi-01,N/A,N/A,9,N/A
6099113,1,Gorkha-01,N/A,N/A,9,N/A
5854032,1,कालिमाटी-०१,Kalimati-01,N/A,9,N/A
5851527,1,Sharada-01,N/A,N/A,9,N/A
16126724,1,Makawanpurgadhi-01,N/A,N/A,9,N/A
16031410,1,Dewanganj-01,N/A,N/A,9,N/A
5835631,1,Tribeni-01,N/A,N/A,9,N/A
10321397,1,Rajbiraj-01,N/A,N/A,9,N/A
6100601,1,Aandhikhola-01,N/A,N/A,9,N/A
15985491,1,Amargadhi-01,N/A,N/A,9,N/A
5837376,1,Chaurjahari-01,N/A,N/A,9,N/A
10408111,1,Bishnupur-01,N/A,N/A,9,N/A
16031274,1,Koshi-01,N/A,N/A,9,N/A
16171846,1,Sarawal-01,N/A,N/A,9,N/A
5839305,1,Chhatreshwori-01,N/A,N/A,9,N/A
6100473,1,Bhirkot-01,N/A,N/A,9,N/A
16140641,1,Brindaban-01,N/A,N/A,9,N/A
10409460,1,Chhinnamasta-01,N/A,N/A,9,N/A
5849456,1,Darma-01,N/A,N/A,9,N/A
6100469,1,Arjunchaupari-01,N/A,N/A,9,N/A
5851121,1,Bagchaur-01,N/A,N/A,9,N/A
16144702,1,Ishworpur-01,N/A,N/A,9,N/A
16031307,1,Harinagara-01,N/A,N/A,9,N/A
15985450,1,Bhageshwar-01,N/A,N/A,9,N/A
5851174,1,Dhorchaur-01,N/A,N/A,9,N/A
16100214,1,Hupsekot-01,N/A,N/A,9,N/A
15984790,1,Tribeni-01,N/A,N/A,9,N/A
5858684,1,सुनछहरी-०१,Sunchhahari-01,N/A,9,N/A
15984638,1,Badimalika-01,N/A,N/A,9,N/A
16096077,1,बाँसगढी-०१,Bansagadhi-01,N/A,9,N/A
16031462,1,Gadhi-01,N/A,N/A,9,N/A
6698994,1,Khotehang-01,N/A,N/A,9,N/A
15983685,1,Kedarseu-01,N/A,N/A,9,N/A
5876689,1,Naumule-01,N/A,N/A,9,N/A
5876706,1,Ghiring-01,N/A,N/A,9,N/A
5876879,1,Bhagawatimai-01,N/A,N/A,9,N/A
5876880,1,Mahabu-01,N/A,N/A,9,N/A
16166902,1,Putha Uttarganga-01,N/A,N/A,9,N/A
16096185,1,बढियाताल-०१,Badhiyatal-01,N/A,9,N/A
10413528,1,Khadak-01,N/A,N/A,9,N/A
6093994,1,Aanbu Khaireni-01,N/A,N/A,9,N/A
5882271,1,Dungeshwor-01,N/A,N/A,9,N/A
6093024,1,Bhanu-01,N/A,N/A,9,N/A
15983539,1,Durgathali-01,N/A,N/A,9,N/A
16143159,1,Malangawa-01,N/A,N/A,9,N/A
15983504,1,Chabispathivera-01,N/A,N/A,9,N/A
6092503,1,Byas-01,N/A,N/A,9,N/A
6092446,1,Shuklagandaki-01,N/A,N/A,9,N/A
6092444,1,Myagde-01,N/A,N/A,9,N/A
16032204,1,Triyuga-01,N/A,N/A,9,N/A
5884250,1,Gurans-01,N/A,N/A,9,N/A
5884303,1,Narayan-01,N/A,N/A,9,N/A
16055654,1,Bhairabi-01,N/A,N/A,9,N/A
15983478,1,JayaPrithvi-01,N/A,N/A,9,N/A
16167009,1,Bhume-01,N/A,N/A,9,N/A
15983729,1,Thalara-01,N/A,N/A,9,N/A
5862223,1,लुङग्री-०१,Lungri-01,N/A,9,N/A
16113844,1,Madhyapur Thimi-01,N/A,N/A,9,N/A
16144648,1,कपिलवस्तु-०१,Kapilvastu-01,N/A,9,N/A
16171668,1,Susta-01,N/A,N/A,9,N/A
16031509,1,Duhabi-01,N/A,N/A,9,N/A
15984393,1,Gaumul-01,N/A,N/A,9,N/A
6098551,1,Palungtar-01,N/A,N/A,9,N/A
5863711,1,सुवर्णावती-०१,Suwarnawati-01,N/A,9,N/A
5863712,1,दुईखोली-०१,Duikholi-01,N/A,9,N/A
5864058,1,त्रिवेणी-०१,Triveni-01,N/A,9,N/A
15984237,1,Pandav Gupha-01,N/A,N/A,9,N/A
16142062,1,बुद्धभूमि-०१,Buddhabhumi-01,N/A,9,N/A
15984168,1,Swami Kartik Khapar-01,N/A,N/A,9,N/A
15984163,1,Budhinanda-01,N/A,N/A,9,N/A
10412861,1,Shambhunath-01,N/A,N/A,9,N/A
16126526,1,Thaha-01,N/A,N/A,9,N/A
6096916,1,Bhimsen-01,N/A,N/A,9,N/A
15983776,1,Khaptadchhanna.01,N/A,N/A,9,N/A
16032098,1,Chaudandigadhi-01,N/A,N/A,9,N/A
16099713,1,Devchuli-01,N/A,N/A,9,N/A
16142704,1,Bishnu-01,N/A,N/A,9,N/A
10412865,1,Rupani-01,N/A,N/A,9,N/A
16028517,1,Dhanpalthan-01,N/A,N/A,9,N/A
7608919,1,Lakshmipur Patari-01,N/A,N/A,9,N/A
16174256,1,Siddharthanagar-01,N/A,N/A,9,N/A
16011799,1,Khijidemba-02,N/A,N/A,9,N/A
6692365,1,Shadanahda-01,N/A,N/A,9,N/A
16011095,1,Phungling-01,N/A,N/A,9,N/A
6742478,1,Bhimeshwor-01,N/A,N/A,9,N/A
16149211,1,Jaleshwar-01,N/A,N/A,9,N/A
6743303,1,Kalinchok-01,N/A,N/A,9,N/A
16023529,1,Haldibari-01,N/A,N/A,9,N/A
6691634,1,Salpasilichho-01,N/A,N/A,9,N/A
4822788,1,Adanchuli-01,N/A,N/A,9,N/A
16024109,1,Bhadrapur-01,N/A,N/A,9,N/A
16009870,1,Maiwakhola-01,N/A,N/A,9,N/A
6690917,1,Arun-01,N/A,N/A,9,N/A
16009859,1,Meringden-01,N/A,N/A,9,N/A
6743653,1,Bigu-01,N/A,N/A,9,N/A
16176184,1,Sainamaina-01,N/A,N/A,9,N/A
16116808,1,Jiri-01,N/A,N/A,9,N/A
16105580,1,Tarkeshwar-01,N/A,N/A,9,N/A
4828106,1,Barekot-01,N/A,N/A,9,N/A
16071714,1,Namkha-01,N/A,N/A,9,N/A
16130629,1,Khairhani-01,N/A,N/A,9,N/A
16009658,1,Mikwakhola-01,N/A,N/A,9,N/A
16023484,1,Birtamod-01,N/A,N/A,9,N/A
4869450,1,Bheri-01,N/A,N/A,9,N/A
16011823,1,Likhu-01,N/A,N/A,9,N/A
16149614,1,Matihani-01,N/A,N/A,9,N/A
6736189,1,Khandadevi-01,N/A,N/A,9,N/A
16176533,1,Rampur-01,N/A,N/A,9,N/A
6737908,1,Doramba-01,N/A,N/A,9,N/A
16116435,1,Melamchi-01,N/A,N/A,9,N/A
6738051,1,Sunapati-01,N/A,N/A,9,N/A
16150787,1,भूमिकास्थान-०१,Bhumikasthan-01,N/A,9,N/A
16023393,1,Barhadashi-01,N/A,N/A,9,N/A
16152618,1,Sabaila-01,N/A,N/A,9,N/A
16116737,1,Gaurishankar-01,N/A,N/A,9,N/A
6693769,1,Pauwadungma-01,N/A,N/A,9,N/A
6742163,1,Melung-01,N/A,N/A,9,N/A
16133447,1,Birgunj-01,N/A,N/A,9,N/A
4821536,1,Indrasarowar-01,N/A,N/A,9,N/A
16106299,1,Bidur-01,N/A,N/A,9,N/A
6693753,1,Bhojpur-01,N/A,N/A,9,N/A
4822538,1,Konjyosom-01,N/A,N/A,9,N/A
6742164,1,Tamakoshi-01,N/A,N/A,9,N/A
6742254,1,Sailung-01,N/A,N/A,9,N/A
4822541,1,Bagmati-01,N/A,N/A,9,N/A
6692415,1,Tyamke Maiyum-01,N/A,N/A,9,N/A
6692414,1,Sakela-01,N/A,N/A,9,N/A
16149255,1,Pipra-01,N/A,N/A,9,N/A
4816710,1,Godawari-01,N/A,N/A,9,N/A
16149065,1,Ekdanra-01,N/A,N/A,9,N/A
16116838,1,Baiteshwor-01,N/A,N/A,9,N/A
16025049,1,Miklajung-01,N/A,N/A,9,N/A
15993155,1,Bardagoriya-01,N/A,N/A,9,N/A
6680501,1,Shahidbhumi-01,N/A,N/A,9,N/A
5253236,1,Lomanthang-01,N/A,N/A,9,N/A
16105536,1,Myagang-01,N/A,N/A,9,N/A
5256962,1,Dalome-01,N/A,N/A,9,N/A
16134414,1,Pheta-01,N/A,N/A,9,N/A
16007619,1,Khandbari-01,N/A,N/A,9,N/A
6822185,1,Durga Bhagwati-01,N/A,N/A,9,N/A
6822187,1,Yemunamai-01,N/A,N/A,9,N/A
16025182,1,Letang-01,N/A,N/A,9,N/A
5258712,1,Barhagaun Muktikhsetra-01,N/A,N/A,9,N/A
5259279,1,Thasang-01,N/A,N/A,9,N/A
6678333,1,Mahalaxmi-01,N/A,N/A,9,N/A
5259282,1,Gharapjhong-01,N/A,N/A,9,N/A
5267115,1,Nashong-01,N/A,N/A,9,N/A
5267801,1,Neshyang-01,N/A,N/A,9,N/A
16105224,1,Naukunda-01,N/A,N/A,9,N/A
16007545,1,Chichila-01,N/A,N/A,9,N/A
6678254,1,Chhathar Jorpati-01,N/A,N/A,9,N/A
5268075,1,Chame-01,N/A,N/A,9,N/A
5198221,1,Jaljala-01,N/A,N/A,9,N/A
16134046,1,Jitpur Simara-01,N/A,N/A,9,N/A
5196039,1,Beni-01,N/A,N/A,9,N/A
16152645,1,Ganeshman Charnath-01,N/A,N/A,9,N/A
6813484,1,Baudhimai-01,N/A,N/A,9,N/A
16116001,1,Lisangkhu Pakhar-01,N/A,N/A,9,N/A
6680866,1,Sangurigadhi-01,N/A,N/A,9,N/A
16009628,1,Phaktanglung-01,N/A,N/A,9,N/A
